date time,st1,st2,st3,st4
2018-04-27 00:00:00,8.236,10.965,11.18,10.746
2018-04-28 00:00:00,8.154,11.019,11.072,10.681
2018-04-29 00:00:00,8.108,10.969,11.107,10.928
2018-04-30 00:00:00,8.112,10.884,11.163,10.861
2018-05-01 00:00:00,8.078,10.974,11.109,10.886
2018-05-02 00:00:00,7.857,10.907,11.037,10.889
2018-05-03 00:00:00,7.744,10.854,10.994,10.826
2018-05-04 00:00:00,7.657,10.889,10.919,10.7
2018-05-05 00:00:00,7.615,10.91,10.872,10.738
2018-05-06 00:00:00,7.564,10.905,10.917,10.581
2018-05-07 00:00:00,7.586,10.749,10.805,10.653
2018-05-08 00:00:00,7.614,10.8,10.769,10.585
2018-05-09 00:00:00,7.599,11.242,10.753,10.569
2018-05-10 00:00:00,7.54,11.204,10.737,10.628
2018-05-11 00:00:00,7.568,11.231,10.96,10.574
2018-05-12 00:00:00,7.567,11.25,11.031,10.622
2018-05-13 00:00:00,7.62,11.154,11.235,10.66
2018-05-14 00:00:00,7.547,11.125,11.265,10.709
2018-05-15 00:00:00,7.534,11.142,11.179,10.726
2018-05-16 00:00:00,7.582,11.136,11.366,10.679
2018-05-17 00:00:00,7.537,11.175,11.294,10.653
2018-05-18 00:00:00,7.459,11.05,11.134,10.576
2018-05-19 00:00:00,7.486,11.009,11.452,10.44
2018-05-20 00:00:00,7.492,11.034,11.396,10.49
2018-05-21 00:00:00,7.474,11.081,11.319,10.575
2018-05-22 00:00:00,7.719,11.0,11.278,10.726
2018-05-23 00:00:00,7.71,10.926,11.204,10.684
2018-05-24 00:00:00,7.652,10.812,11.148,10.714
2018-05-25 00:00:00,7.55,10.709,11.097,10.701
2018-05-26 00:00:00,7.519,10.671,11.43,10.645
2018-05-27 00:00:00,7.528,10.704,11.913,10.564
2018-05-28 00:00:00,7.504,10.72,11.801,10.482
2018-05-29 00:00:00,7.404,10.791,11.781,10.447
2018-05-30 00:00:00,7.496,10.751,11.625,10.412
2018-05-31 00:00:00,7.465,10.784,11.587,10.352
2018-06-01 00:00:00,7.334,10.71,11.728,10.31
2018-06-02 00:00:00,7.349,10.629,11.739,10.327
2018-06-03 00:00:00,7.243,10.531,11.636,10.257
2018-06-04 00:00:00,7.418,10.58,11.562,10.153
2018-06-05 00:00:00,7.33,10.529,11.587,10.215
2018-06-06 00:00:00,7.404,10.744,11.735,10.223
2018-06-07 00:00:00,7.444,10.741,11.56,10.254
2018-06-08 00:00:00,7.528,10.626,11.497,10.15
2018-06-09 00:00:00,7.472,10.605,11.405,9.985
2018-06-10 00:00:00,7.408,10.705,11.349,9.927
2018-06-11 00:00:00,7.413,11.059,11.32,10.162
2018-06-12 00:00:00,7.328,10.999,11.271,10.24
2018-06-13 00:00:00,7.346,10.866,11.225,10.17
2018-06-14 00:00:00,7.328,10.851,11.172,10.143
2018-06-15 00:00:00,7.325,10.751,11.053,10.117
2018-06-16 00:00:00,7.243,10.715,10.959,10.304
2018-06-17 00:00:00,7.112,10.934,10.821,10.265
2018-06-18 00:00:00,7.076,10.886,10.748,10.107
2018-06-19 00:00:00,7.185,10.831,10.693,10.036
2018-06-20 00:00:00,7.287,10.759,10.649,10.039
2018-06-21 00:00:00,7.219,10.831,10.576,10.019
2018-06-22 00:00:00,7.134,10.727,10.643,9.944
2018-06-23 00:00:00,7.175,10.569,10.663,9.874
2018-06-24 00:00:00,7.208,10.671,10.453,9.825
2018-06-25 00:00:00,7.117,10.953,10.588,9.768
2018-06-26 00:00:00,7.109,11.069,10.543,9.739
2018-06-27 00:00:00,7.099,10.95,10.541,9.657
2018-06-28 00:00:00,6.993,10.907,10.528,9.578
2018-06-29 00:00:00,6.878,10.738,10.479,9.405
2018-06-30 00:00:00,7.167,10.635,10.559,9.321
2018-07-01 00:00:00,7.092,10.833,10.436,9.28
2018-07-02 00:00:00,7.145,10.794,10.423,9.257
2018-07-03 00:00:00,6.941,10.72,10.555,9.18
2018-07-04 00:00:00,6.918,10.978,10.449,9.163
2018-07-05 00:00:00,6.891,10.911,10.363,9.252
2018-07-06 00:00:00,6.798,10.886,10.244,9.279
2018-07-07 00:00:00,6.83,10.831,10.141,9.256
2018-07-08 00:00:00,6.834,10.61,10.034,9.207
2018-07-09 00:00:00,6.91,10.561,9.895,9.147
2018-07-10 00:00:00,6.833,10.454,10.022,9.079
2018-07-11 00:00:00,6.838,10.419,9.977,9.066
2018-07-12 00:00:00,6.818,10.354,9.902,8.997
2018-07-13 00:00:00,6.759,10.291,9.853,8.928
2018-07-14 00:00:00,6.706,10.193,9.868,9.03
2018-07-15 00:00:00,6.598,10.064,9.811,8.926
2018-07-16 00:00:00,6.525,10.044,9.626,8.888
2018-07-17 00:00:00,6.663,10.024,9.638,9.053
2018-07-18 00:00:00,7.005,9.899,9.528,9.001
2018-07-19 00:00:00,7.273,9.805,9.545,8.904
2018-07-20 00:00:00,7.568,9.81,9.518,8.863
2018-07-21 00:00:00,7.478,9.729,9.451,8.886
2018-07-22 00:00:00,7.497,9.878,9.566,8.824
2018-07-23 00:00:00,7.355,9.776,9.539,8.706
2018-07-24 00:00:00,7.363,9.717,9.484,8.67
2018-07-25 00:00:00,7.358,10.14,9.447,8.797
2018-07-26 00:00:00,7.201,9.98,9.613,8.702
2018-07-27 00:00:00,7.035,10.02,9.556,8.693
2018-07-28 00:00:00,6.883,9.919,9.5,8.63
2018-07-29 00:00:00,6.877,9.822,9.648,9.144
2018-07-30 00:00:00,6.748,9.7,9.582,9.056
2018-07-31 00:00:00,6.62,9.618,9.481,8.933
2018-08-01 00:00:00,6.634,9.558,9.556,8.856
2018-08-02 00:00:00,6.481,9.52,9.468,8.81
2018-08-03 00:00:00,6.428,9.424,9.402,8.746
2018-08-04 00:00:00,6.403,9.325,9.701,8.687
2018-08-05 00:00:00,6.331,9.39,9.585,8.749
2018-08-06 00:00:00,6.268,9.309,9.512,8.721
2018-08-07 00:00:00,6.214,9.215,9.493,8.712
2018-08-08 00:00:00,6.117,9.089,9.437,8.615
2018-08-09 00:00:00,5.995,9.025,9.363,9.129
2018-08-10 00:00:00,5.883,8.948,9.31,9.045
2018-08-11 00:00:00,5.926,8.808,9.469,8.925
2018-08-12 00:00:00,6.366,8.972,9.527,8.86
2018-08-13 00:00:00,6.287,8.962,9.523,8.953
2018-08-14 00:00:00,6.218,8.948,9.367,8.949
2018-08-15 00:00:00,6.219,8.996,9.303,8.925
2018-08-16 00:00:00,6.103,8.987,9.558,8.871
2018-08-17 00:00:00,6.019,8.917,9.452,8.768
2018-08-18 00:00:00,5.926,8.877,9.399,8.764
2018-08-19 00:00:00,5.825,8.809,9.318,8.771
2018-08-20 00:00:00,5.697,9.093,9.215,8.671
2018-08-21 00:00:00,5.672,9.107,9.209,8.655
2018-08-22 00:00:00,5.685,9.042,9.15,8.62
2018-08-23 00:00:00,5.688,8.983,9.051,8.568
2018-08-24 00:00:00,5.731,8.903,8.977,8.521
2018-08-25 00:00:00,5.656,8.822,8.9,8.473
2018-08-26 00:00:00,5.585,8.78,9.005,8.636
2018-08-27 00:00:00,5.425,8.693,8.985,8.606
2018-08-28 00:00:00,5.365,8.594,8.899,8.582
2018-08-29 00:00:00,5.377,8.573,8.839,8.705
2018-08-30 00:00:00,5.459,8.822,8.857,8.787
2018-08-31 00:00:00,5.381,8.765,8.774,8.618
2018-09-01 00:00:00,5.412,8.61,8.839,8.608
2018-09-02 00:00:00,5.483,8.551,8.873,8.528
2018-09-03 00:00:00,5.379,8.526,8.825,8.619
2018-09-04 00:00:00,5.374,8.521,8.81,8.704
2018-09-05 00:00:00,5.428,8.56,8.706,8.55
2018-09-06 00:00:00,5.363,8.566,8.697,8.538
2018-09-07 00:00:00,5.307,8.492,8.661,8.639
2018-09-08 00:00:00,5.335,8.532,9.008,8.652
2018-09-09 00:00:00,5.411,8.491,8.941,9.018
2018-09-10 00:00:00,5.324,8.386,8.899,8.962
2018-09-11 00:00:00,5.485,8.337,8.824,8.923
2018-09-12 00:00:00,5.436,8.316,8.753,8.712
2018-09-13 00:00:00,5.379,8.299,8.742,8.614
2018-09-14 00:00:00,5.329,8.211,8.644,8.554
2018-09-15 00:00:00,5.383,8.157,8.477,8.52
2018-09-16 00:00:00,5.362,8.07,8.516,8.644
2018-09-17 00:00:00,5.285,8.146,8.394,8.561
2018-09-18 00:00:00,5.217,8.175,8.343,8.473
2018-09-19 00:00:00,5.131,8.128,8.497,8.911
2018-09-20 00:00:00,5.149,8.08,8.459,8.823
2018-09-21 00:00:00,5.099,8.007,8.634,8.71
2018-09-22 00:00:00,4.999,8.018,8.631,8.796
2018-09-23 00:00:00,4.974,7.917,8.628,8.886
2018-09-24 00:00:00,4.867,8.084,8.568,8.812
2018-09-25 00:00:00,4.953,8.074,8.489,8.959
2018-09-26 00:00:00,5.345,8.071,8.667,8.839
2018-09-27 00:00:00,5.336,8.021,8.587,9.045
2018-09-28 00:00:00,5.398,7.997,8.514,9.003
2018-09-29 00:00:00,5.322,7.981,8.413,8.98
2018-09-30 00:00:00,5.189,8.05,8.39,9.111
2018-10-01 00:00:00,5.17,8.027,8.371,9.04
2018-10-02 00:00:00,5.139,8.16,8.766,9.008
2018-10-03 00:00:00,5.426,8.029,8.69,8.914
2018-10-04 00:00:00,5.309,7.907,8.584,9.073
2018-10-05 00:00:00,5.233,7.888,8.506,8.935
2018-10-06 00:00:00,5.205,7.848,8.509,8.872
2018-10-07 00:00:00,5.073,8.033,8.424,8.677
2018-10-08 00:00:00,5.047,7.987,8.745,8.672
2018-10-09 00:00:00,4.961,7.922,8.646,8.887
2018-10-10 00:00:00,5.099,7.907,8.594,8.797
2018-10-11 00:00:00,5.061,7.989,8.545,8.583
2018-10-12 00:00:00,5.064,8.042,8.389,8.549
2018-10-13 00:00:00,5.097,8.014,8.296,8.496
2018-10-14 00:00:00,5.04,7.949,8.227,8.442
2018-10-15 00:00:00,5.022,8.022,8.274,8.394
2018-10-16 00:00:00,5.183,7.858,8.208,8.289
2018-10-17 00:00:00,5.112,7.862,8.102,8.173
2018-10-18 00:00:00,5.175,7.828,7.981,8.214
2018-10-19 00:00:00,5.456,7.702,8.002,8.208
2018-10-20 00:00:00,5.543,7.727,7.964,8.137
2018-10-21 00:00:00,5.446,7.676,7.976,8.089
2018-10-22 00:00:00,5.326,7.635,8.019,8.076
2018-10-23 00:00:00,5.377,7.675,8.039,8.095
2018-10-24 00:00:00,5.625,7.68,7.977,8.236
2018-10-25 00:00:00,5.588,7.69,7.94,8.194
2018-10-26 00:00:00,5.518,7.727,7.977,8.146
2018-10-27 00:00:00,5.642,7.675,7.979,8.045
2018-10-28 00:00:00,5.612,7.615,8.273,8.031
2018-10-29 00:00:00,5.568,7.601,8.201,7.988
2018-10-30 00:00:00,5.549,7.665,8.118,7.915
2018-10-31 00:00:00,5.516,7.637,8.072,7.9
2018-11-01 00:00:00,5.442,7.676,8.087,7.853
2018-11-02 00:00:00,5.474,7.674,8.086,7.751
2018-11-03 00:00:00,5.42,7.661,8.012,7.776
2018-11-04 00:00:00,5.368,7.639,8.153,7.84
2018-11-05 00:00:00,5.521,7.688,8.159,7.742
2018-11-06 00:00:00,5.785,7.678,8.145,7.702
2018-11-07 00:00:00,5.816,7.624,8.122,7.653
2018-11-08 00:00:00,5.786,7.628,8.112,7.534
2018-11-09 00:00:00,5.724,7.939,8.092,7.506
2018-11-10 00:00:00,5.68,8.1,8.049,7.511
2018-11-11 00:00:00,5.702,8.091,8.112,7.519
2018-11-12 00:00:00,5.732,8.093,8.156,8.039
2018-11-13 00:00:00,5.624,8.727,8.181,8.071
2018-11-14 00:00:00,5.506,8.625,8.173,7.973
2018-11-15 00:00:00,5.421,8.55,8.209,7.987
2018-11-16 00:00:00,5.477,8.461,8.204,8.077
2018-11-17 00:00:00,5.715,8.397,8.408,8.104
2018-11-18 00:00:00,5.594,8.295,8.452,8.038
2018-11-19 00:00:00,5.496,8.338,8.438,7.977
2018-11-20 00:00:00,5.501,8.286,8.409,8.017
2018-11-21 00:00:00,5.443,8.306,8.328,8.064
2018-11-22 00:00:00,5.686,8.207,8.301,8.031
2018-11-23 00:00:00,5.625,8.135,8.357,7.963
2018-11-24 00:00:00,5.514,8.079,8.295,8.054
2018-11-25 00:00:00,5.439,8.208,8.284,7.997
2018-11-26 00:00:00,5.422,8.23,8.233,7.975
2018-11-27 00:00:00,5.343,8.238,8.189,7.929
2018-11-28 00:00:00,5.338,8.29,8.13,8.224
2018-11-29 00:00:00,5.315,8.329,8.134,8.246
2018-11-30 00:00:00,5.273,8.116,8.127,8.377
2018-12-01 00:00:00,5.31,8.082,8.158,8.388
2018-12-02 00:00:00,5.252,8.163,9.041,8.263
2018-12-03 00:00:00,5.363,8.115,8.992,8.195
2018-12-04 00:00:00,5.432,8.114,8.945,8.216
2018-12-05 00:00:00,5.541,8.867,8.91,8.413
2018-12-06 00:00:00,5.582,8.799,8.914,8.396
2018-12-07 00:00:00,6.179,9.071,8.896,8.315
2018-12-08 00:00:00,6.169,9.11,8.786,8.386
2018-12-09 00:00:00,6.127,9.321,8.843,8.397
2018-12-10 00:00:00,6.064,9.188,8.829,8.556
2018-12-11 00:00:00,6.0,9.134,8.8,8.477
2018-12-12 00:00:00,5.915,9.529,9.085,8.39
2018-12-13 00:00:00,5.935,9.656,9.05,8.412
2018-12-14 00:00:00,5.963,9.676,8.99,8.377
2018-12-15 00:00:00,5.918,10.096,9.074,8.617
2018-12-16 00:00:00,5.899,10.003,9.073,8.9
2018-12-17 00:00:00,5.815,9.932,9.041,8.804
2018-12-18 00:00:00,5.729,9.864,9.029,8.877
2018-12-19 00:00:00,5.827,9.823,8.968,8.872
2018-12-20 00:00:00,5.857,10.252,8.995,8.835
2018-12-21 00:00:00,6.131,10.183,8.991,8.749
2018-12-22 00:00:00,6.315,10.32,9.073,8.681
2018-12-23 00:00:00,6.262,10.274,9.026,8.705
2018-12-24 00:00:00,6.231,10.157,9.118,8.838
2018-12-25 00:00:00,6.156,10.417,9.001,8.812
2018-12-26 00:00:00,6.24,10.286,8.976,8.865
2018-12-27 00:00:00,6.246,10.178,9.018,9.214
2018-12-28 00:00:00,6.118,10.424,9.204,9.164
2018-12-29 00:00:00,6.205,10.349,9.197,9.385
2018-12-30 00:00:00,6.143,10.446,9.156,9.452
2018-12-31 00:00:00,6.249,10.326,9.175,9.53
2019-01-01 00:00:00,6.32,10.389,9.155,9.409
2019-01-02 00:00:00,6.305,10.251,9.074,9.304
2019-01-03 00:00:00,6.2,10.125,9.077,9.331
2019-01-04 00:00:00,6.202,10.091,9.061,9.392
2019-01-05 00:00:00,6.233,10.002,9.058,9.384
2019-01-06 00:00:00,6.174,9.957,9.079,9.315
2019-01-07 00:00:00,6.156,9.954,9.066,9.254
2019-01-08 00:00:00,6.136,10.075,9.339,9.243
2019-01-09 00:00:00,6.317,9.967,9.376,9.23
2019-01-10 00:00:00,6.285,10.093,9.478,9.058
2019-01-11 00:00:00,6.312,10.542,9.502,9.29
2019-01-12 00:00:00,6.339,10.476,9.436,9.245
2019-01-13 00:00:00,6.349,10.408,9.53,9.17
2019-01-14 00:00:00,6.391,10.36,9.493,9.171
2019-01-15 00:00:00,6.554,10.36,9.643,9.121
2019-01-16 00:00:00,6.514,10.305,9.608,9.053
2019-01-17 00:00:00,6.392,10.322,9.628,9.102
2019-01-18 00:00:00,6.598,10.546,9.6,9.137
2019-01-19 00:00:00,6.549,10.521,10.204,9.047
2019-01-20 00:00:00,6.6,10.462,10.163,9.067
2019-01-21 00:00:00,6.645,10.274,10.093,9.127
2019-01-22 00:00:00,6.653,10.371,10.176,9.159
2019-01-23 00:00:00,6.594,10.513,10.108,9.132
2019-01-24 00:00:00,6.597,10.495,10.117,9.146
2019-01-25 00:00:00,6.97,10.422,10.162,9.118
2019-01-26 00:00:00,6.889,10.351,10.17,9.439
2019-01-27 00:00:00,6.806,10.528,10.132,9.589
2019-01-28 00:00:00,6.836,10.426,10.234,9.712
2019-01-29 00:00:00,6.84,10.475,10.286,9.668
2019-01-30 00:00:00,6.798,10.431,10.502,9.706
2019-01-31 00:00:00,6.746,10.377,10.475,9.663
2019-02-01 00:00:00,6.918,10.339,10.472,9.635
2019-02-02 00:00:00,6.872,10.392,10.534,9.575
2019-02-03 00:00:00,6.889,10.263,10.569,9.476
2019-02-04 00:00:00,6.937,10.183,10.529,9.421
2019-02-05 00:00:00,6.931,10.251,10.481,9.444
2019-02-06 00:00:00,7.022,10.287,10.608,9.526
2019-02-07 00:00:00,7.029,10.254,10.651,9.676
2019-02-08 00:00:00,7.05,10.238,10.634,9.655
2019-02-09 00:00:00,7.501,10.431,10.627,9.635
2019-02-10 00:00:00,7.364,10.408,10.559,9.611
2019-02-11 00:00:00,7.405,10.463,10.558,9.566
2019-02-12 00:00:00,7.405,10.429,10.431,9.926
2019-02-13 00:00:00,7.388,10.42,10.622,9.911
2019-02-14 00:00:00,7.347,10.38,10.605,9.832
2019-02-15 00:00:00,7.372,10.439,10.579,9.855
2019-02-16 00:00:00,7.29,10.461,10.806,9.9
2019-02-17 00:00:00,7.374,10.339,10.698,10.35
2019-02-18 00:00:00,7.438,10.336,10.893,10.264
2019-02-19 00:00:00,7.494,10.273,10.81,10.295
2019-02-20 00:00:00,7.538,10.267,10.736,10.219
2019-02-21 00:00:00,7.881,10.264,10.754,10.173
2019-02-22 00:00:00,7.874,10.474,10.758,10.127
2019-02-23 00:00:00,7.893,10.396,10.704,10.067
2019-02-24 00:00:00,7.819,10.499,10.746,10.011
2019-02-25 00:00:00,7.758,10.684,10.802,10.212
2019-02-26 00:00:00,7.836,10.66,10.756,10.111
2019-02-27 00:00:00,7.745,10.628,10.816,10.093
2019-02-28 00:00:00,7.802,10.585,10.785,10.221
2019-03-01 00:00:00,7.849,10.821,10.798,10.267
2019-03-02 00:00:00,7.872,10.763,10.825,10.248
2019-03-03 00:00:00,7.868,10.722,10.883,10.202
2019-03-04 00:00:00,7.979,10.69,10.921,10.232
2019-03-05 00:00:00,7.99,10.726,11.079,10.21
2019-03-06 00:00:00,7.948,10.731,11.107,10.113
2019-03-07 00:00:00,7.903,10.74,11.039,10.088
2019-03-08 00:00:00,7.935,10.739,11.158,10.139
2019-03-09 00:00:00,8.027,10.663,11.255,10.112
2019-03-10 00:00:00,8.09,10.486,11.311,10.162
2019-03-11 00:00:00,8.13,10.511,11.247,10.158
2019-03-12 00:00:00,8.095,10.708,11.216,10.125
2019-03-13 00:00:00,8.041,11.018,11.159,10.212
2019-03-14 00:00:00,8.146,11.023,11.154,10.174
2019-03-15 00:00:00,8.055,10.93,11.16,10.412
2019-03-16 00:00:00,8.023,10.916,11.171,10.467
2019-03-17 00:00:00,8.172,10.943,11.326,10.384
2019-03-18 00:00:00,8.081,11.247,11.313,10.652
2019-03-19 00:00:00,8.113,11.37,11.686,10.66
2019-03-20 00:00:00,8.118,11.365,11.584,10.614
2019-03-21 00:00:00,8.133,11.288,11.541,10.665
2019-03-22 00:00:00,8.135,11.22,11.689,10.577
2019-03-23 00:00:00,8.102,11.215,11.744,10.915
2019-03-24 00:00:00,8.093,11.216,11.706,10.887
2019-03-25 00:00:00,8.594,11.137,11.716,10.865
2019-03-26 00:00:00,8.529,11.106,11.747,10.822
2019-03-27 00:00:00,8.494,11.122,11.727,10.758
2019-03-28 00:00:00,8.465,11.134,11.637,10.727
2019-03-29 00:00:00,8.423,11.115,12.016,10.795
2019-03-30 00:00:00,8.39,11.211,12.075,10.785
2019-03-31 00:00:00,8.37,11.085,12.049,10.952
2019-04-01 00:00:00,8.381,11.177,12.069,11.029
2019-04-02 00:00:00,8.35,11.133,12.059,10.902
2019-04-03 00:00:00,8.279,11.073,12.016,10.945
2019-04-04 00:00:00,8.279,11.169,11.934,10.881
2019-04-05 00:00:00,8.297,11.181,11.867,10.909
2019-04-06 00:00:00,8.265,11.064,11.795,10.834
2019-04-07 00:00:00,8.356,11.016,11.733,10.85
2019-04-08 00:00:00,8.347,11.071,11.679,10.925
2019-04-09 00:00:00,8.34,11.016,11.712,10.973
2019-04-10 00:00:00,8.199,10.871,11.611,11.123
2019-04-11 00:00:00,8.273,10.844,11.586,11.082
2019-04-12 00:00:00,8.248,10.785,11.577,11.228
2019-04-13 00:00:00,8.134,11.104,11.529,11.166
2019-04-14 00:00:00,8.314,11.12,11.528,11.017
2019-04-15 00:00:00,8.554,11.056,11.447,10.924
2019-04-16 00:00:00,8.5,11.247,11.448,10.87
2019-04-17 00:00:00,8.683,11.23,11.784,10.675
2019-04-18 00:00:00,8.682,11.236,11.714,10.663
2019-04-19 00:00:00,8.865,11.156,11.619,10.651
2019-04-20 00:00:00,8.786,11.114,11.497,10.536
2019-04-21 00:00:00,8.683,11.163,11.466,10.546
2019-04-22 00:00:00,8.628,11.08,11.551,10.497
2019-04-23 00:00:00,8.465,11.011,11.54,10.482
2019-04-24 00:00:00,8.377,10.943,11.472,10.412
2019-04-25 00:00:00,8.509,10.899,11.771,10.453
2019-04-26 00:00:00,8.435,10.853,11.686,10.47
2019-04-27 00:00:00,8.418,11.258,11.638,10.398
2019-04-28 00:00:00,8.388,11.188,11.651,10.375
2019-04-29 00:00:00,8.401,11.073,11.76,10.348
2019-04-30 00:00:00,8.433,11.041,11.693,10.491
2019-05-01 00:00:00,8.523,11.705,12.123,10.483
2019-05-02 00:00:00,8.469,11.657,12.014,10.475
2019-05-03 00:00:00,8.382,11.66,11.934,10.684
2019-05-04 00:00:00,8.324,11.645,11.876,10.893
2019-05-05 00:00:00,8.29,11.459,11.829,10.848
2019-05-06 00:00:00,8.634,11.469,11.73,10.792
2019-05-07 00:00:00,8.536,11.367,11.612,10.781
2019-05-08 00:00:00,8.432,11.348,11.6,10.745
2019-05-09 00:00:00,8.34,11.233,11.528,10.762
2019-05-10 00:00:00,8.291,11.189,11.501,10.828
2019-05-11 00:00:00,8.256,11.15,11.499,10.679
2019-05-12 00:00:00,8.25,11.046,11.753,10.563
2019-05-13 00:00:00,8.173,11.002,11.703,10.518
2019-05-14 00:00:00,8.371,10.983,11.592,10.818
2019-05-15 00:00:00,8.265,11.176,12.044,10.753
2019-05-16 00:00:00,8.241,11.11,11.968,10.703
2019-05-17 00:00:00,8.134,11.126,11.835,10.627
2019-05-18 00:00:00,8.016,11.336,11.79,10.585
2019-05-19 00:00:00,7.919,11.296,11.755,10.517
2019-05-20 00:00:00,7.943,11.356,11.663,10.477
2019-05-21 00:00:00,7.911,11.287,11.626,10.709
2019-05-22 00:00:00,7.854,11.262,11.579,10.638
2019-05-23 00:00:00,7.799,11.218,11.504,10.481
2019-05-24 00:00:00,7.765,11.348,11.494,10.461
2019-05-25 00:00:00,7.72,11.307,11.275,10.33
2019-05-26 00:00:00,7.673,11.262,11.175,10.542
2019-05-27 00:00:00,7.605,11.119,11.234,10.459
2019-05-28 00:00:00,7.615,11.033,11.171,10.37
2019-05-29 00:00:00,7.522,11.306,11.045,10.279
2019-05-30 00:00:00,7.536,11.241,11.013,10.322
2019-05-31 00:00:00,7.577,11.191,10.932,10.23
2019-06-01 00:00:00,7.537,11.15,11.379,10.232
2019-06-02 00:00:00,7.466,11.146,11.321,10.128
2019-06-03 00:00:00,7.443,11.194,11.194,10.266
2019-06-04 00:00:00,7.353,11.114,11.121,10.272
2019-06-05 00:00:00,7.284,11.052,11.082,10.211
2019-06-06 00:00:00,7.294,10.994,11.056,10.239
2019-06-07 00:00:00,7.199,10.916,10.995,10.227
2019-06-08 00:00:00,7.162,10.821,11.068,10.186
2019-06-09 00:00:00,7.187,10.808,11.459,10.195
2019-06-10 00:00:00,7.165,10.642,11.301,10.126
2019-06-11 00:00:00,7.171,10.513,11.217,10.095
2019-06-12 00:00:00,7.286,10.428,11.119,10.025
2019-06-13 00:00:00,7.335,10.551,11.059,9.966
2019-06-14 00:00:00,7.296,10.475,10.986,9.932
2019-06-15 00:00:00,7.226,10.51,10.916,9.955
2019-06-16 00:00:00,7.362,10.634,10.806,10.181
2019-06-17 00:00:00,7.431,10.563,10.704,10.082
2019-06-18 00:00:00,7.429,10.476,10.92,10.498
2019-06-19 00:00:00,7.345,10.487,10.845,10.357
2019-06-20 00:00:00,7.291,10.518,10.947,10.243
2019-06-21 00:00:00,7.262,10.374,10.849,10.181
2019-06-22 00:00:00,7.089,10.303,10.79,10.15
2019-06-23 00:00:00,7.021,10.414,10.672,10.333
2019-06-24 00:00:00,6.984,10.359,10.574,10.335
2019-06-25 00:00:00,6.973,10.305,10.534,10.308
2019-06-26 00:00:00,6.906,10.665,10.567,10.157
2019-06-27 00:00:00,7.053,10.5,10.49,10.154
2019-06-28 00:00:00,7.025,10.443,10.43,10.131
2019-06-29 00:00:00,6.95,10.403,10.448,10.03
2019-06-30 00:00:00,6.882,10.322,10.503,9.963
2019-07-01 00:00:00,6.873,10.197,10.515,9.847
2019-07-02 00:00:00,6.855,10.193,10.49,9.848
2019-07-03 00:00:00,6.748,10.106,10.458,9.759
2019-07-04 00:00:00,6.678,10.01,10.301,9.66
2019-07-05 00:00:00,6.667,9.989,10.243,9.653
2019-07-06 00:00:00,6.622,9.969,10.161,9.636
2019-07-07 00:00:00,6.61,9.913,10.079,9.605
2019-07-08 00:00:00,6.553,9.856,10.274,9.707
2019-07-09 00:00:00,6.484,10.276,10.245,9.645
2019-07-10 00:00:00,6.448,10.311,10.143,9.542
2019-07-11 00:00:00,6.414,10.214,10.503,9.665
2019-07-12 00:00:00,6.337,10.191,10.418,9.703
2019-07-13 00:00:00,6.312,10.192,10.322,9.64
2019-07-14 00:00:00,6.375,10.011,10.197,9.791
2019-07-15 00:00:00,6.351,9.962,10.166,9.745
2019-07-16 00:00:00,6.375,9.835,10.018,9.677
2019-07-17 00:00:00,6.366,10.021,9.899,9.807
2019-07-18 00:00:00,6.388,9.91,9.808,9.813
2019-07-19 00:00:00,6.312,9.942,9.781,9.718
2019-07-20 00:00:00,6.221,9.763,9.692,9.591
2019-07-21 00:00:00,6.119,9.702,9.7,9.547
2019-07-22 00:00:00,6.106,9.664,9.813,9.404
2019-07-23 00:00:00,6.015,9.592,9.704,9.38
2019-07-24 00:00:00,6.052,9.582,9.688,9.157
2019-07-25 00:00:00,6.386,9.446,9.63,9.21
2019-07-26 00:00:00,6.51,9.644,9.591,9.105
2019-07-27 00:00:00,6.469,9.757,9.625,9.045
2019-07-28 00:00:00,6.455,9.667,9.916,8.996
2019-07-29 00:00:00,6.301,9.656,9.986,9.06
2019-07-30 00:00:00,6.237,9.642,9.829,9.056
2019-07-31 00:00:00,6.26,9.583,9.757,9.038
2019-08-01 00:00:00,6.33,9.519,9.749,9.122
2019-08-02 00:00:00,6.423,9.463,9.739,9.009
2019-08-03 00:00:00,6.382,9.351,9.642,9.014
2019-08-04 00:00:00,6.307,9.39,9.536,8.974
2019-08-05 00:00:00,6.291,9.304,9.467,9.002
2019-08-06 00:00:00,6.222,9.377,9.356,9.257
2019-08-07 00:00:00,6.146,9.244,9.303,9.135
2019-08-08 00:00:00,6.267,9.247,9.194,9.084
2019-08-09 00:00:00,6.179,9.548,9.179,8.997
2019-08-10 00:00:00,6.064,9.477,9.12,8.816
2019-08-11 00:00:00,5.939,9.342,9.306,8.734
2019-08-12 00:00:00,5.817,9.28,9.22,9.176
2019-08-13 00:00:00,5.755,9.181,9.141,9.177
2019-08-14 00:00:00,5.676,9.423,9.092,9.142
2019-08-15 00:00:00,5.668,9.353,9.104,9.028
2019-08-16 00:00:00,5.914,9.265,9.054,9.129
2019-08-17 00:00:00,5.864,9.192,9.012,9.044
2019-08-18 00:00:00,5.791,9.149,9.02,8.952
2019-08-19 00:00:00,5.825,9.113,9.007,8.922
2019-08-20 00:00:00,5.768,9.232,8.886,8.819
2019-08-21 00:00:00,5.751,9.188,8.863,8.719
