date time,rf1,rf2,rf3,rf4
2018-08-31,0.0,0.0,0.0,0.0
2018-09-01,7.35,0.0,0.0,0.0
2018-09-02,5.5,0.0,0.0,0.0
2018-09-03,0.0,0.0,0.0,7.52
2018-09-04,0.0,7.54,0.0,7.71
2018-09-05,8.92,0.0,0.0,0.0
2018-09-06,0.0,0.0,0.0,0.0
2018-09-07,0.0,0.0,0.0,3.75
2018-09-08,0.0,0.0,19.54,0.0
2018-09-09,0.0,0.0,0.0,23.52
2018-09-10,0.0,0.0,0.0,0.0
2018-09-11,11.08,0.82,0.0,0.0
2018-09-12,0.0,0.0,0.0,0.0
2018-09-13,0.0,0.0,0.0,0.0
2018-09-14,0.0,0.0,0.0,0.0
2018-09-15,8.78,2.5,0.0,0.0
2018-09-16,0.0,0.0,0.0,8.59
2018-09-17,0.0,0.0,0.0,0.0
2018-09-18,1.31,0.0,0.0,0.0
2018-09-19,0.0,0.0,13.23,30.16
2018-09-20,0.0,0.0,0.0,0.0
2018-09-21,0.0,0.0,11.5,0.0
2018-09-22,0.0,0.0,0.0,0.0
2018-09-23,0.0,0.0,0.0,9.0
2018-09-24,0.0,7.06,0.0,0.0
2018-09-25,4.41,0.0,0.0,8.58
2018-09-26,21.73,2.59,11.46,0.0
2018-09-27,0.0,0.0,0.0,17.05
2018-09-28,0.0,0.0,0.0,0.0
2018-09-29,0.0,1.09,0.0,5.52
2018-09-30,0.0,0.0,0.0,9.05
2018-10-01,0.0,0.0,0.0,0.0
2018-10-02,0.0,0.0,23.23,0.0
2018-10-03,17.45,0.0,0.0,3.04
2018-10-04,0.0,0.0,0.0,8.43
2018-10-05,0.0,0.0,0.0,0.0
2018-10-06,0.0,0.0,0.41,0.0
2018-10-07,0.0,10.3,0.0,0.0
2018-10-08,0.0,0.0,16.92,0.0
2018-10-09,0.0,0.0,0.0,12.75
2018-10-10,5.97,0.0,0.0,0.0
2018-10-11,0.0,0.0,0.0,0.0
2018-10-12,0.0,0.0,0.0,0.0
2018-10-13,0.0,0.0,0.0,0.0
2018-10-14,0.0,0.0,0.0,0.0
2018-10-15,0.0,5.21,0.0,0.0
2018-10-16,6.4,0.0,0.0,0.0
2018-10-17,0.0,0.0,0.0,0.0
2018-10-18,0.0,0.0,0.0,0.0
2018-10-19,12.62,0.0,0.0,0.0
2018-10-20,4.05,0.0,0.0,0.0
2018-10-21,0.0,0.0,0.0,0.0
2018-10-22,0.0,0.0,0.0,0.0
2018-10-23,0.0,0.0,0.0,6.17
2018-10-24,16.62,0.0,0.0,0.0
2018-10-25,0.0,0.0,0.0,0.0
2018-10-26,0.0,0.0,0.0,0.0
2018-10-27,7.05,0.0,0.0,0.0
2018-10-28,0.0,0.0,13.58,0.0
2018-10-29,0.0,0.0,0.0,0.0
2018-10-30,0.0,0.0,0.0,0.0
2018-10-31,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,0.0
2018-11-02,0.0,0.0,0.0,0.0
2018-11-03,0.0,0.0,0.0,0.0
2018-11-04,0.0,0.0,7.93,0.0
2018-11-05,10.27,5.42,0.0,0.0
2018-11-06,14.59,0.0,0.0,0.0
2018-11-07,2.68,0.0,0.0,0.0
2018-11-08,0.0,0.0,0.0,0.0
2018-11-09,0.0,11.39,0.0,0.0
2018-11-10,0.0,3.83,0.0,0.0
2018-11-11,0.0,0.0,0.0,0.0
2018-11-12,0.0,0.0,0.0,26.14
2018-11-13,0.0,29.75,0.0,0.0
2018-11-14,0.0,0.0,0.0,0.0
2018-11-15,0.0,0.0,0.0,5.06
2018-11-16,1.8,0.0,0.0,0.0
2018-11-17,15.65,0.0,12.14,1.74
2018-11-18,0.0,0.0,0.0,0.0
2018-11-19,0.0,5.91,0.0,0.0
2018-11-20,0.0,0.0,0.0,0.0
2018-11-21,0.0,0.0,0.0,0.0
2018-11-22,11.05,0.0,0.0,0.0
2018-11-23,0.0,0.0,7.54,0.0
2018-11-24,0.0,0.0,0.0,0.0
2018-11-25,0.0,6.6,0.0,0.0
2018-11-26,0.0,0.0,0.0,0.0
2018-11-27,0.0,0.0,0.0,0.0
2018-11-28,0.0,0.0,0.0,14.71
2018-11-29,0.0,0.0,0.0,0.0
2018-11-30,0.0,0.0,0.0,7.84
2018-12-01,0.0,0.0,0.0,0.0
2018-12-02,0.0,7.48,39.82,0.0
2018-12-03,3.79,0.0,0.0,0.0
2018-12-04,0.0,0.0,0.0,0.0
2018-12-05,0.0,35.23,0.0,10.92
2018-12-06,0.0,0.0,0.0,0.0
2018-12-07,31.06,16.61,0.0,0.0
2018-12-08,0.0,0.0,0.0,0.0
2018-12-09,3.05,9.88,7.14,2.87
2018-12-10,0.0,0.0,0.0,4.49
2018-12-11,0.0,0.0,0.0,0.0
2018-12-12,0.0,21.99,12.18,0.0
2018-12-13,0.0,9.14,0.0,0.0
2018-12-14,0.0,0.0,0.0,0.0
2018-12-15,0.0,25.16,0.0,12.8
2018-12-16,0.0,0.0,0.0,11.98
2018-12-17,0.0,0.0,0.0,0.0
2018-12-18,0.0,0.0,0.0,0.0
2018-12-19,0.0,0.0,0.0,0.0
2018-12-20,0.0,27.39,0.0,0.0
2018-12-21,17.97,0.0,0.0,0.0
2018-12-22,9.54,10.53,3.51,0.0
2018-12-23,0.0,0.0,0.0,0.0
2018-12-24,0.0,0.0,0.0,5.04
2018-12-25,0.0,17.74,0.0,0.0
2018-12-26,3.75,0.0,0.0,0.0
2018-12-27,0.0,0.0,0.0,17.81
2018-12-28,0.0,14.96,6.75,0.0
2018-12-29,5.1,0.0,0.0,14.46
2018-12-30,0.0,6.08,0.0,0.0
2018-12-31,0.0,0.0,0.0,7.5
2019-01-01,0.0,8.02,0.0,0.0
2019-01-02,0.0,0.0,0.0,0.0
2019-01-03,0.0,0.0,0.0,0.0
2019-01-04,0.0,0.0,0.0,0.0
2019-01-05,0.0,0.0,0.0,0.0
2019-01-06,0.0,0.0,0.0,0.0
2019-01-07,0.0,5.44,0.0,0.0
2019-01-08,0.0,4.6,11.38,0.0
2019-01-09,9.72,0.0,0.0,0.0
2019-01-10,0.0,9.06,4.73,0.0
2019-01-11,0.0,23.75,0.0,13.29
2019-01-12,0.0,0.0,0.0,0.0
2019-01-13,0.0,0.0,0.0,0.0
2019-01-14,2.21,0.0,0.0,0.0
2019-01-15,8.68,2.18,7.47,0.0
2019-01-16,0.0,0.0,0.0,0.0
2019-01-17,0.0,0.0,0.0,0.0
2019-01-18,7.86,16.73,0.0,0.0
2019-01-19,0.0,0.0,30.1,0.0
2019-01-20,0.0,0.0,0.0,0.0
2019-01-21,0.0,0.0,0.0,0.0
2019-01-22,0.0,3.1,0.0,0.0
2019-01-23,0.0,8.83,0.0,0.0
2019-01-24,0.0,0.0,0.0,0.0
2019-01-25,19.58,0.0,0.0,0.0
2019-01-26,0.0,0.0,0.0,15.17
2019-01-27,0.0,8.64,0.0,8.03
2019-01-28,0.0,0.0,2.92,10.26
2019-01-29,0.0,0.0,0.0,0.0
2019-01-30,0.0,0.0,12.66,0.0
2019-01-31,0.0,0.0,0.0,0.0
2019-02-01,6.9,0.0,0.0,0.0
2019-02-02,0.0,0.0,0.0,0.0
2019-02-03,0.0,0.0,2.31,0.0
2019-02-04,0.0,0.0,0.0,0.0
2019-02-05,0.0,0.0,0.0,0.0
2019-02-06,4.31,0.0,7.05,0.0
2019-02-07,0.0,0.0,0.0,6.07
2019-02-08,0.0,4.49,0.0,0.0
2019-02-09,20.84,7.02,0.0,0.0
2019-02-10,0.0,0.0,0.0,0.0
2019-02-11,0.0,0.0,0.0,0.0
2019-02-12,0.0,0.0,0.0,16.43
2019-02-13,0.0,0.0,6.54,0.0
2019-02-14,0.0,0.0,0.0,0.0
2019-02-15,0.0,3.24,0.0,0.0
2019-02-16,0.0,1.54,10.42,0.0
2019-02-17,6.93,0.0,0.0,22.44
2019-02-18,2.44,0.0,13.85,0.0
2019-02-19,4.48,0.0,0.0,0.0
2019-02-20,0.0,0.0,0.0,0.0
2019-02-21,20.0,0.0,0.0,0.0
2019-02-22,0.0,9.65,0.0,0.0
2019-02-23,0.0,0.0,0.0,0.0
2019-02-24,0.0,0.0,0.0,0.0
2019-02-25,0.0,8.7,0.0,12.65
2019-02-26,0.0,0.0,0.0,0.0
2019-02-27,0.0,0.0,3.56,0.0
2019-02-28,0.0,0.0,0.0,6.89
2019-03-01,0.0,12.49,0.0,0.0
2019-03-02,0.0,0.0,2.58,0.0
2019-03-03,0.0,0.0,0.0,0.0
2019-03-04,7.98,0.0,0.0,1.15
2019-03-05,0.0,0.0,11.03,0.0
2019-03-06,0.0,0.0,2.54,0.0
2019-03-07,0.0,0.0,0.0,0.0
2019-03-08,0.0,0.0,6.78,0.0
2019-03-09,0.0,0.0,3.64,0.0
2019-03-10,0.0,0.0,0.0,0.0
2019-03-11,0.0,0.0,0.0,0.0
2019-03-12,0.0,14.2,0.0,0.0
2019-03-13,0.0,16.74,2.46,0.0
2019-03-14,4.88,0.0,0.0,0.0
2019-03-15,0.0,0.0,0.0,12.63
2019-03-16,0.0,0.0,0.0,0.0
2019-03-17,7.58,0.0,7.46,0.0
2019-03-18,0.0,16.14,0.0,14.91
2019-03-19,0.0,8.02,21.9,0.0
2019-03-20,0.0,0.0,0.0,0.0
2019-03-21,0.0,0.0,0.0,0.0
2019-03-22,2.58,0.0,11.24,0.0
2019-03-23,0.0,0.0,0.0,20.12
2019-03-24,0.0,0.0,0.51,0.0
2019-03-25,26.01,0.0,0.0,0.0
2019-03-26,0.0,0.0,3.77,0.0
2019-03-27,0.0,3.83,0.0,0.0
2019-03-28,0.0,0.0,0.0,0.0
2019-03-29,0.0,0.0,16.93,8.28
2019-03-30,0.0,0.0,4.12,0.0
2019-03-31,0.0,0.0,0.0,12.53
2019-04-01,0.0,7.48,0.0,7.34
2019-04-02,0.0,0.0,0.0,0.0
2019-04-03,0.0,0.0,0.0,0.0
2019-04-04,0.0,6.97,0.0,0.0
2019-04-05,0.0,0.0,0.0,0.0
2019-04-06,0.0,2.75,0.0,0.0
2019-04-07,7.58,0.0,0.0,0.0
2019-04-08,5.06,0.0,0.0,0.0
2019-04-09,0.0,0.0,0.0,2.26
2019-04-10,0.0,0.0,0.0,6.55
2019-04-11,0.0,0.0,0.0,0.0
2019-04-12,0.0,0.0,0.0,11.09
2019-04-13,0.0,18.03,0.0,0.0
2019-04-14,8.97,0.0,0.0,0.0
2019-04-15,16.9,0.0,0.0,0.0
2019-04-16,0.0,10.34,0.0,0.0
2019-04-17,10.81,0.0,17.53,0.0
2019-04-18,0.0,0.0,0.0,0.0
2019-04-19,9.98,0.0,0.0,0.0
2019-04-20,0.0,0.0,0.0,0.0
2019-04-21,0.0,4.36,0.0,0.0
2019-04-22,0.0,0.0,2.31,0.0
2019-04-23,0.0,0.0,0.0,0.0
2019-04-24,0.0,0.0,0.0,0.0
2019-04-25,10.88,0.0,15.41,0.0
2019-04-26,0.0,0.0,0.0,0.0
2019-04-27,0.0,15.68,0.0,0.0
2019-04-28,0.0,0.0,0.0,0.0
2019-04-29,0.0,0.0,8.29,0.0
2019-04-30,0.0,0.0,0.0,6.27
2019-05-01,7.45,34.09,25.19,0.0
2019-05-02,0.0,2.31,0.0,0.0
2019-05-03,0.0,0.0,3.84,10.69
2019-05-04,0.0,0.0,0.0,8.75
2019-05-05,0.0,0.0,0.0,2.04
2019-05-06,18.28,0.0,0.0,0.0
2019-05-07,0.0,0.0,0.0,0.0
2019-05-08,0.0,3.83,0.0,0.0
2019-05-09,0.0,0.0,0.0,0.0
2019-05-10,0.0,0.0,0.0,0.0
2019-05-11,0.0,0.0,0.0,0.0
2019-05-12,0.0,0.0,11.76,0.0
2019-05-13,0.0,0.0,0.0,0.0
2019-05-14,11.16,1.8,0.0,14.54
2019-05-15,0.0,15.31,24.64,2.47
2019-05-16,0.0,0.0,0.0,0.0
2019-05-17,0.0,0.0,0.0,0.0
2019-05-18,0.0,9.41,0.0,0.0
2019-05-19,0.0,0.0,0.0,0.0
2019-05-20,0.0,6.32,0.0,0.0
2019-05-21,0.0,0.0,0.0,11.29
2019-05-22,0.0,3.71,0.0,0.0
2019-05-23,0.0,0.0,0.0,0.0
2019-05-24,3.08,10.09,0.0,0.0
2019-05-25,0.0,0.0,0.0,0.0
2019-05-26,0.0,0.0,0.0,6.98
2019-05-27,0.0,0.0,6.41,0.0
2019-05-28,0.0,0.0,0.0,0.0
2019-05-29,0.0,18.93,0.0,0.0
2019-05-30,0.0,0.0,1.45,4.97
2019-05-31,0.0,0.0,0.0,0.0
2019-06-01,0.0,0.0,23.7,0.0
2019-06-02,0.0,0.66,0.0,0.0
2019-06-03,0.0,6.52,0.0,9.97
2019-06-04,0.0,0.0,0.0,0.0
2019-06-05,0.0,0.0,0.0,0.0
2019-06-06,0.0,0.0,0.0,0.0
2019-06-07,0.0,0.0,0.0,0.0
2019-06-08,0.0,0.0,5.02,0.0
2019-06-09,0.0,0.0,25.0,7.74
2019-06-10,0.0,0.0,0.0,0.0
2019-06-11,6.62,0.0,0.0,0.0
2019-06-12,0.0,0.0,0.0,0.0
2019-06-13,0.0,7.83,0.0,0.0
2019-06-14,0.0,0.0,0.0,0.0
2019-06-15,0.0,0.0,0.0,0.0
2019-06-16,7.11,8.42,0.0,16.31
2019-06-17,0.0,0.0,0.0,0.0
2019-06-18,0.0,0.0,20.18,21.86
2019-06-19,0.0,0.0,0.0,0.0
2019-06-20,0.0,4.95,0.0,0.0
2019-06-21,0.0,0.0,0.0,0.0
2019-06-22,0.0,0.0,0.0,0.0
2019-06-23,0.0,7.67,0.0,15.1
2019-06-24,0.0,0.0,0.0,0.0
2019-06-25,0.0,0.0,0.0,5.86
2019-06-26,0.0,21.22,0.0,0.0
2019-06-27,10.66,0.0,0.0,0.0
2019-06-28,0.0,0.0,0.0,0.0
2019-06-29,0.0,1.15,0.0,0.0
2019-06-30,0.0,0.0,4.92,0.0
2019-07-01,0.0,0.0,5.95,0.0
2019-07-02,0.0,0.0,0.0,0.0
2019-07-03,0.0,0.0,0.0,0.0
2019-07-04,0.0,0.0,0.0,0.0
2019-07-05,0.0,0.0,0.0,0.0
2019-07-06,0.0,3.23,0.0,0.0
2019-07-07,0.0,0.0,0.0,0.0
2019-07-08,0.0,0.0,12.62,11.12
2019-07-09,0.76,23.08,0.0,0.0
2019-07-10,0.0,0.0,0.0,0.0
2019-07-11,4.76,0.0,21.37,10.49
2019-07-12,0.0,0.0,0.0,6.25
2019-07-13,0.0,4.45,0.0,0.0
2019-07-14,3.74,0.0,0.0,8.97
2019-07-15,0.0,0.0,0.0,0.0
2019-07-16,0.0,0.0,0.0,0.0
2019-07-17,0.0,11.75,0.0,6.53
2019-07-18,0.0,0.0,0.0,6.63
2019-07-19,0.0,6.88,0.0,0.0
2019-07-20,0.0,0.0,0.0,0.0
2019-07-21,0.0,0.0,0.0,0.0
2019-07-22,0.0,0.0,9.11,0.0
2019-07-23,0.0,0.0,0.0,5.3
2019-07-24,0.0,0.0,0.0,0.0
2019-07-25,19.39,0.0,0.0,5.28
2019-07-26,11.41,10.64,0.0,0.0
2019-07-27,0.0,5.47,3.85,0.0
2019-07-28,0.0,0.0,16.34,0.0
2019-07-29,0.0,0.0,11.27,3.81
2019-07-30,0.0,0.0,0.0,0.0
2019-07-31,0.0,0.0,0.0,0.0
2019-08-01,7.13,0.0,0.0,8.66
2019-08-02,7.61,0.0,0.0,0.0
2019-08-03,0.0,0.0,0.0,0.0
2019-08-04,0.0,4.39,0.0,0.0
2019-08-05,0.0,0.0,2.09,3.72
2019-08-06,0.0,5.11,0.0,14.78
2019-08-07,0.0,0.0,0.0,0.0
2019-08-08,9.76,0.0,0.0,0.0
2019-08-09,0.0,25.47,0.0,0.0
2019-08-10,3.86,0.0,0.0,0.0
2019-08-11,0.0,0.0,9.63,0.0
2019-08-12,0.0,0.0,0.0,22.02
2019-08-13,0.0,0.0,0.0,0.0
2019-08-14,0.0,16.39,0.0,0.0
2019-08-15,0.0,0.0,0.0,0.0
2019-08-16,14.69,0.0,0.0,10.36
2019-08-17,0.0,0.0,0.0,0.0
2019-08-18,0.0,0.0,0.0,0.0
2019-08-19,0.0,0.0,0.0,0.0
2019-08-20,0.0,7.25,0.0,0.0
2019-08-21,0.0,0.0,0.0,0.0
2019-08-22,0.0,0.0,0.0,0.0
2019-08-23,14.98,0.0,0.0,1.93
2019-08-24,0.0,5.77,2.21,21.68
2019-08-25,0.51,0.0,11.18,0.0
2019-08-26,0.0,17.49,0.0,0.0
2019-08-27,0.0,0.0,0.0,0.0
2019-08-28,0.0,0.0,0.0,0.0
2019-08-29,0.0,0.0,0.0,6.13
2019-08-30,0.0,1.66,12.77,0.0
2019-08-31,0.0,0.0,0.0,0.0
2019-09-01,0.0,0.91,2.86,0.0
2019-09-02,0.0,0.0,0.0,0.0
2019-09-03,0.0,0.0,0.0,0.0
2019-09-04,0.0,0.0,0.0,8.38
2019-09-05,0.0,0.0,0.0,0.0
2019-09-06,0.0,0.0,0.0,0.0
2019-09-07,0.0,0.0,0.0,6.69
2019-09-08,0.0,0.0,0.0,0.0
2019-09-09,0.0,15.6,0.0,0.0
2019-09-10,0.0,0.0,17.74,0.0
2019-09-11,9.84,25.76,0.0,0.0
2019-09-12,0.0,0.0,0.0,0.0
2019-09-13,0.0,0.0,0.0,0.0
2019-09-14,0.0,0.0,0.0,5.01
2019-09-15,8.51,9.56,9.17,8.57
2019-09-16,0.0,0.0,0.0,3.44
2019-09-17,0.0,4.3,0.0,0.0
2019-09-18,0.0,0.0,0.0,0.0
2019-09-19,0.0,0.0,0.0,0.0
2019-09-20,0.0,0.0,0.0,0.0
2019-09-21,8.26,0.0,0.0,0.0
2019-09-22,0.0,0.0,0.0,0.0
2019-09-23,0.0,0.0,0.0,0.0
2019-09-24,7.83,3.56,3.09,0.0
2019-09-25,0.0,9.62,0.0,0.0
2019-09-26,10.3,0.0,0.0,0.0
2019-09-27,0.0,4.8,0.0,0.0
2019-09-28,12.2,15.83,0.0,22.54
2019-09-29,0.0,0.0,0.0,0.0
2019-09-30,0.0,0.0,0.0,0.0
2019-10-01,0.0,0.0,14.64,4.44
2019-10-02,0.0,25.26,0.0,29.21
2019-10-03,0.0,5.65,0.0,0.0
2019-10-04,0.0,0.0,0.0,4.54
2019-10-05,0.0,0.0,9.41,10.15
2019-10-06,8.36,11.38,0.0,0.0
2019-10-07,0.0,12.85,0.0,0.0
2019-10-08,8.2,0.0,0.0,0.0
2019-10-09,7.21,0.0,0.0,0.0
2019-10-10,0.0,0.0,0.0,15.67
2019-10-11,13.94,0.0,0.0,0.0
2019-10-12,17.44,0.0,0.0,0.0
2019-10-13,0.0,0.0,0.0,0.0
2019-10-14,3.34,0.0,8.37,0.0
2019-10-15,11.53,0.0,0.0,0.0
2019-10-16,0.0,0.0,0.0,0.0
2019-10-17,0.0,11.44,0.0,0.0
2019-10-18,0.0,0.0,7.06,4.32
2019-10-19,0.0,0.0,0.0,0.0
2019-10-20,16.78,0.0,13.33,0.0
2019-10-21,0.0,4.19,0.0,0.0
2019-10-22,0.0,0.0,0.0,0.0
2019-10-23,0.0,0.0,0.0,0.0
2019-10-24,6.82,0.0,0.0,0.0
2019-10-25,3.88,0.0,0.0,1.21
2019-10-26,0.0,0.0,0.0,0.0
2019-10-27,0.0,21.41,0.0,0.0
2019-10-28,0.0,0.0,8.74,6.59
2019-10-29,0.0,2.39,0.0,0.0
2019-10-30,0.0,0.0,0.0,0.0
2019-10-31,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,0.0
2019-11-02,0.0,8.11,0.0,0.0
2019-11-03,0.0,0.0,0.0,2.9
2019-11-04,0.0,0.0,0.0,3.74
2019-11-05,0.0,12.42,0.0,0.0
2019-11-06,0.0,0.0,0.0,0.0
2019-11-07,4.27,0.0,0.0,0.0
2019-11-08,3.94,0.0,0.0,0.0
2019-11-09,0.84,0.0,0.0,0.0
2019-11-10,0.0,0.0,0.0,0.0
2019-11-11,0.0,0.0,0.0,8.89
2019-11-12,0.0,0.0,0.0,6.65
2019-11-13,0.0,0.0,0.0,0.0
2019-11-14,0.0,0.0,0.0,0.0
2019-11-15,14.83,0.0,0.0,0.0
2019-11-16,0.0,0.0,0.0,0.0
2019-11-17,0.0,18.39,0.0,0.0
2019-11-18,0.0,15.14,0.0,4.86
2019-11-19,0.0,0.0,16.23,0.0
2019-11-20,0.0,0.0,0.0,0.0
2019-11-21,0.0,6.04,0.0,15.39
2019-11-22,0.0,0.0,0.0,0.0
2019-11-23,0.0,16.59,0.0,0.0
2019-11-24,0.0,15.2,0.0,9.27
2019-11-25,11.65,0.0,0.0,0.0
2019-11-26,0.0,0.0,0.0,0.0
2019-11-27,11.95,0.0,0.0,0.0
2019-11-28,0.0,0.0,0.0,0.0
2019-11-29,0.0,0.0,0.0,0.0
2019-11-30,0.0,0.0,10.11,0.0
2019-12-01,0.0,30.19,0.0,0.0
2019-12-02,0.0,0.0,11.23,0.0
2019-12-03,0.0,0.0,0.0,0.0
2019-12-04,0.0,0.0,0.0,0.0
2019-12-05,0.0,0.0,0.0,0.0
2019-12-06,0.0,13.42,0.0,0.0
2019-12-07,20.03,7.67,0.0,0.0
2019-12-08,0.0,0.0,0.0,0.0
2019-12-09,0.0,3.4,0.0,0.0
2019-12-10,18.67,0.0,0.0,0.0
2019-12-11,0.0,0.0,0.0,0.0
2019-12-12,0.0,0.0,0.0,0.0
2019-12-13,0.0,0.0,0.28,0.0
2019-12-14,0.0,18.94,0.0,0.0
2019-12-15,0.0,0.0,23.59,0.0
2019-12-16,0.0,0.0,0.0,0.0
2019-12-17,0.0,0.0,5.15,0.0
2019-12-18,22.37,0.0,0.0,10.33
2019-12-19,0.0,0.0,0.0,0.0
2019-12-20,0.0,0.0,0.0,0.0
2019-12-21,0.0,0.0,1.81,0.0
2019-12-22,0.0,4.84,0.0,0.0
2019-12-23,0.0,0.0,0.0,0.0
2019-12-24,0.0,0.0,4.8,0.0
2019-12-25,0.0,0.0,0.0,2.56
2019-12-26,0.0,4.9,0.0,0.0
2019-12-27,0.0,0.0,0.0,0.0
2019-12-28,0.0,0.0,0.0,6.83
2019-12-29,0.0,0.0,8.67,0.0
2019-12-30,0.0,7.29,0.0,0.0
2019-12-31,7.69,0.0,0.0,0.0
